patois,francese,italiano,audio
canal d'arrozadzo,canal d'irrigation,canale irriguo,https://www.patoisvda.org/asset/0000090199.mp3
canquetà,quantité,quantità,https://www.patoisvda.org/asset/0000057322.mp3
cantin-a,bistrot,bar,https://www.patoisvda.org/asset/0000053586.mp3
caoutì,couteau,coltello,https://www.patoisvda.org/asset/0000054802.mp3
capablo,capable,capace,https://www.patoisvda.org/asset/0000058561.mp3
capetseun,moine,monaco,https://www.patoisvda.org/asset/0000056257.mp3
cappe,chef,capo,https://www.patoisvda.org/asset/0000054574.mp3
caprise,caprice,capriccio,https://www.patoisvda.org/asset/0000054064.mp3
carabignì,carabinier (gendarme),carabiniere,https://www.patoisvda.org/asset/0000054069.mp3
caratéro,caractère,carattere,https://www.patoisvda.org/asset/0000054073.mp3
caresse,caresse,carezza,https://www.patoisvda.org/asset/0000054077.mp3
carèya,chaise,sedia,https://www.patoisvda.org/asset/0000054351.mp3
carmo,calme,calma,https://www.patoisvda.org/asset/0000054022.mp3
carnaval,carnaval,carnevale,https://www.patoisvda.org/asset/0000054080.mp3
caro,parking,parcheggio,https://www.patoisvda.org/asset/0000056836.mp3
caro,place,posto,https://www.patoisvda.org/asset/0000057014.mp3
caro,espace,spazio,https://www.patoisvda.org/asset/0000055475.mp3
carón,carré,quadrato,https://www.patoisvda.org/asset/0000054084.mp3
cartella,cartable,cartella,https://www.patoisvda.org/asset/0000054087.mp3
cartón,carton,cartone,https://www.patoisvda.org/asset/0000054254.mp3
cartón animà,dessin animé,cartone animato,https://www.patoisvda.org/asset/0000055016.mp3
cartsé,quartier,quartiere,https://www.patoisvda.org/asset/0000057325.mp3
casque,casque,casco,https://www.patoisvda.org/asset/0000054258.mp3
casseun,hématome,ematoma,https://www.patoisvda.org/asset/0000055762.mp3
catavaoula,coccinelle,coccinella,https://www.patoisvda.org/asset/0000054707.mp3
catsà (catsé),caché (cacher),nascosto (nascondere),https://www.patoisvda.org/asset/0000065452.mp3
catsé,cacher,nascondere,https://www.patoisvda.org/asset/0000065450.mp3
cayeur,cahier,quaderno,https://www.patoisvda.org/asset/0000054000.mp3
chanse,chance,fortuna,https://www.patoisvda.org/asset/0000054406.mp3
chaou,sueur,sudore,https://www.patoisvda.org/asset/0000057716.mp3
chédre,choisir,scegliere,https://www.patoisvda.org/asset/0000065551.mp3
chensa,science,scienza,https://www.patoisvda.org/asset/0000057587.mp3
cherdù (chédre),choisi (choisir),scelto (scegliere),https://www.patoisvda.org/asset/0000065553.mp3
chiye,cire,cera,https://www.patoisvda.org/asset/0000054642.mp3
chocolà,chocolat,cioccolato,https://www.patoisvda.org/asset/0000054612.mp3
chofà,canapé,divano,https://www.patoisvda.org/asset/0000054058.mp3
chofadzo,chauffage,riscaldamento,https://www.patoisvda.org/asset/0000054562.mp3
choffeur,chauffeur,autista,https://www.patoisvda.org/asset/0000054568.mp3
chortù (chotre),sorti (sortir),uscito (uscire),https://www.patoisvda.org/asset/0000066098.mp3
chotre,sortir,uscire,https://www.patoisvda.org/asset/0000066096.mp3
chou,sillon,solco,https://www.patoisvda.org/asset/0000057653.mp3
Chouisse,Suisse,Svizzera,https://www.patoisvda.org/asset/0000057718.mp3
chouta,abri (de la pluie),riparo (dalla pioggia),
chouvì (chouvre),suivi (suivre),seguito (seguire),https://www.patoisvda.org/asset/0000066111.mp3
chouvre,suivre,seguire,https://www.patoisvda.org/asset/0000090393.mp3
cliàn,client,cliente,https://www.patoisvda.org/asset/0000054697.mp3
clla,clef,chiave,https://www.patoisvda.org/asset/0000090207.mp3
cllapà (cllapé),cassé (casser),rotto (rompere),https://www.patoisvda.org/asset/0000065455.mp3
cllapé,casser,rompere,https://www.patoisvda.org/asset/0000065453.mp3
cllasse,classe,classe,https://www.patoisvda.org/asset/0000054691.mp3
cller,clair,chiaro,https://www.patoisvda.org/asset/0000058181.mp3
clleriaou,curieux,curioso,https://www.patoisvda.org/asset/0000058551.mp3
cllotse,cloche,campana,https://www.patoisvda.org/asset/0000054699.mp3
cllou,clou,chiodo,https://www.patoisvda.org/asset/0000054705.mp3
clloure,fermer,chiudere,https://www.patoisvda.org/asset/0000065689.mp3
clloutsì,clocher,campanile,https://www.patoisvda.org/asset/0000054701.mp3
cllouzù (clloure),fermé (fermer),chiuso (chiudere),https://www.patoisvda.org/asset/0000065691.mp3
cobla,couple,coppia,https://www.patoisvda.org/asset/0000054781.mp3
cocca,sabot,zoccolo,https://www.patoisvda.org/asset/0000057538.mp3
cognitre,connaître,conoscere,https://www.patoisvda.org/asset/0000065563.mp3
cognù (cognitre),connu (connaître),conosciuto (conoscere),https://www.patoisvda.org/asset/0000065565.mp3
col,col,colle,https://www.patoisvda.org/asset/0000054717.mp3
colochéro,enclos,recinto,https://www.patoisvda.org/asset/0000055425.mp3
comba,vallée,valle,https://www.patoisvda.org/asset/0000057920.mp3
comenchà (comenché),commencé (commencer),cominciato (cominciare),https://www.patoisvda.org/asset/0000065556.mp3
comenché,commencer,cominciare,https://www.patoisvda.org/asset/0000065554.mp3
comerse,commerce,commercio,https://www.patoisvda.org/asset/0000054723.mp3
comeun,toilettes,gabinetto,https://www.patoisvda.org/asset/0000057809.mp3
commensemèn,début,inizio,https://www.patoisvda.org/asset/0000054921.mp3
commersàn,commerçant,commerciante,https://www.patoisvda.org/asset/0000054721.mp3
compachón,peine,pena,https://www.patoisvda.org/asset/0000056890.mp3
compagnì,compagnie,compagnia,https://www.patoisvda.org/asset/0000054729.mp3
complecà,compliqué,complicato,https://www.patoisvda.org/asset/0000058497.mp3
comprèi (comprendre),compris (comprendre),capito (capire),https://www.patoisvda.org/asset/0000065559.mp3
comprendre,comprendre,capire,https://www.patoisvda.org/asset/0000065557.mp3
comunión,communion,comunione,https://www.patoisvda.org/asset/0000054727.mp3
concour,concours,concorso,https://www.patoisvda.org/asset/0000054733.mp3
condzà,permission,permesso,https://www.patoisvda.org/asset/0000056948.mp3
confirmachón,confirmation,cresima,https://www.patoisvda.org/asset/0000054735.mp3
consèille,conseil,consiglio,
conserva,conserve,conserva,https://www.patoisvda.org/asset/0000054739.mp3
consonna,consonne,consonante,https://www.patoisvda.org/asset/0000054741.mp3
daille,pin,pino,https://www.patoisvda.org/asset/0000056989.mp3
dan,panne,guasto,https://www.patoisvda.org/asset/0000056797.mp3
danchà (danché),dansé (danser),danzato (danzare),https://www.patoisvda.org/asset/0000065607.mp3
danché,danser,danzare,https://www.patoisvda.org/asset/0000065605.mp3
danjì,danger,pericolo,https://www.patoisvda.org/asset/0000054894.mp3
data,date,data,https://www.patoisvda.org/asset/0000054907.mp3
débarrà,débarras,ripostiglio,https://www.patoisvda.org/asset/0000054919.mp3
déboudzet,jouet,giocattolo,https://www.patoisvda.org/asset/0000055844.mp3
debouélà (debouélé),abîmé (abîmer),rovinato (rovinare),https://www.patoisvda.org/asset/0000065401.mp3
debouélé,abîmer,rovinare,https://www.patoisvda.org/asset/0000065399.mp3
dedjeun-où,petit déjeuner (déjeuner),colazione,https://www.patoisvda.org/asset/0000056956.mp3
dedzoù,jeudi,giovedì,https://www.patoisvda.org/asset/0000055838.mp3
défà,défaut,difetto,https://www.patoisvda.org/asset/0000054930.mp3
déférense,différence,differenza,https://www.patoisvda.org/asset/0000055336.mp3
dégà,dégât,danno,https://www.patoisvda.org/asset/0000054936.mp3
degré,degré,grado,https://www.patoisvda.org/asset/0000054942.mp3
dèi,doigt,dito,https://www.patoisvda.org/asset/0000055352.mp3
dèivre,devoir,dovere,https://www.patoisvda.org/asset/0000090374.mp3
deleun,lundi,lunedì,https://www.patoisvda.org/asset/0000055949.mp3
délujón,déception,delusione,https://www.patoisvda.org/asset/0000090215.mp3
demanda,question,domanda,https://www.patoisvda.org/asset/0000057327.mp3
demandà (demandé),demandé (demander),chiesto (chiedere),https://www.patoisvda.org/asset/0000065613.mp3
demandé,demander,chiedere,https://www.patoisvda.org/asset/0000065611.mp3
demarse,mardi,martedì,https://www.patoisvda.org/asset/0000056004.mp3
demendze,dimanche,domenica,https://www.patoisvda.org/asset/0000055338.mp3
demicro,mercredi,mercoledì,https://www.patoisvda.org/asset/0000056143.mp3
demoutrà (demoutré),prouvé (prouver),provato (provare),https://www.patoisvda.org/asset/0000065940.mp3
demoutré,prouver,provare,https://www.patoisvda.org/asset/0000065938.mp3
dépansà (dépansé),dépensé (dépenser),speso (spendere),https://www.patoisvda.org/asset/0000065616.mp3
dépansé,dépenser,spendere,https://www.patoisvda.org/asset/0000065614.mp3
dére,dire,dire,https://www.patoisvda.org/asset/0000065632.mp3
desandro,samedi,sabato,https://www.patoisvda.org/asset/0000057558.mp3
désembro,décembre,dicembre,https://www.patoisvda.org/asset/0000054923.mp3
désente,descente,discesa,https://www.patoisvda.org/asset/0000090326.mp3
désidà (désidé),décidé (décider),deciso (decidere),https://www.patoisvda.org/asset/0000065610.mp3
désidé,décider,decidere,https://www.patoisvda.org/asset/0000065608.mp3
dessinà (dessiné),dessiné (dessiner),disegnato (disegnare),https://www.patoisvda.org/asset/0000065622.mp3
dessiné,dessiner,disegnare,https://www.patoisvda.org/asset/0000065620.mp3
desteun,hasard,caso,https://www.patoisvda.org/asset/0000055755.mp3
desteun,destin,destino,https://www.patoisvda.org/asset/0000055018.mp3
détor,virage,curva,https://www.patoisvda.org/asset/0000090312.mp3
détorsa,entorse,storta,https://www.patoisvda.org/asset/0000055441.mp3
détrouì (détrouire),détruit (détruire),distrutto (distruggere),https://www.patoisvda.org/asset/0000065625.mp3
détrouire,détruire,distruggere,https://www.patoisvda.org/asset/0000065623.mp3
detto,dette,debito,https://www.patoisvda.org/asset/0000055020.mp3
deuillo,deuil,lutto,https://www.patoisvda.org/asset/0000055022.mp3
deut (dére),dit (dire),detto (dire),https://www.patoisvda.org/asset/0000065634.mp3
devella,cloison,tramezzo,https://www.patoisvda.org/asset/0000054703.mp3
devendro,vendredi,venerdì,https://www.patoisvda.org/asset/0000057936.mp3
devouer,devoir,compito,https://www.patoisvda.org/asset/0000055028.mp3
daille,pin,pino,https://www.patoisvda.org/asset/0000056989.mp3
dan,panne,guasto,https://www.patoisvda.org/asset/0000056797.mp3
danchà (danché),dansé (danser),danzato (danzare),https://www.patoisvda.org/asset/0000065607.mp3
danché,danser,danzare,https://www.patoisvda.org/asset/0000065605.mp3
danjì,danger,pericolo,https://www.patoisvda.org/asset/0000054894.mp3
data,date,data,https://www.patoisvda.org/asset/0000054907.mp3
débarrà,débarras,ripostiglio,https://www.patoisvda.org/asset/0000054919.mp3
déboudzet,jouet,giocattolo,https://www.patoisvda.org/asset/0000055844.mp3
debouélà (debouélé),abîmé (abîmer),rovinato (rovinare),https://www.patoisvda.org/asset/0000065401.mp3
debouélé,abîmer,rovinare,https://www.patoisvda.org/asset/0000065399.mp3
dedjeun-où,petit déjeuner (déjeuner),colazione,https://www.patoisvda.org/asset/0000056956.mp3
dedzoù,jeudi,giovedì,https://www.patoisvda.org/asset/0000055838.mp3
défà,défaut,difetto,https://www.patoisvda.org/asset/0000054930.mp3
déférense,différence,differenza,https://www.patoisvda.org/asset/0000055336.mp3
dégà,dégât,danno,https://www.patoisvda.org/asset/0000054936.mp3
degré,degré,grado,https://www.patoisvda.org/asset/0000054942.mp3
dèi,doigt,dito,https://www.patoisvda.org/asset/0000055352.mp3
dèivre,devoir,dovere,https://www.patoisvda.org/asset/0000090374.mp3
deleun,lundi,lunedì,https://www.patoisvda.org/asset/0000055949.mp3
délujón,déception,delusione,https://www.patoisvda.org/asset/0000090215.mp3
demanda,question,domanda,https://www.patoisvda.org/asset/0000057327.mp3
demandà (demandé),demandé (demander),chiesto (chiedere),https://www.patoisvda.org/asset/0000065613.mp3
demandé,demander,chiedere,https://www.patoisvda.org/asset/0000065611.mp3
demarse,mardi,martedì,https://www.patoisvda.org/asset/0000056004.mp3
demendze,dimanche,domenica,https://www.patoisvda.org/asset/0000055338.mp3
demicro,mercredi,mercoledì,https://www.patoisvda.org/asset/0000056143.mp3
demoutrà (demoutré),prouvé (prouver),provato (provare),https://www.patoisvda.org/asset/0000065940.mp3
demoutré,prouver,provare,https://www.patoisvda.org/asset/0000065938.mp3
dépansà (dépansé),dépensé (dépenser),speso (spendere),https://www.patoisvda.org/asset/0000065616.mp3
dépansé,dépenser,spendere,https://www.patoisvda.org/asset/0000065614.mp3
dére,dire,dire,https://www.patoisvda.org/asset/0000065632.mp3
desandro,samedi,sabato,https://www.patoisvda.org/asset/0000057558.mp3
désembro,décembre,dicembre,https://www.patoisvda.org/asset/0000054923.mp3
désente,descente,discesa,https://www.patoisvda.org/asset/0000090326.mp3
désidà (désidé),décidé (décider),deciso (decidere),https://www.patoisvda.org/asset/0000065610.mp3
désidé,décider,decidere,https://www.patoisvda.org/asset/0000065608.mp3
dessinà (dessiné),dessiné (dessiner),disegnato (disegnare),https://www.patoisvda.org/asset/0000065622.mp3
dessiné,dessiner,disegnare,https://www.patoisvda.org/asset/0000065620.mp3
desteun,hasard,caso,https://www.patoisvda.org/asset/0000055755.mp3
desteun,destin,destino,https://www.patoisvda.org/asset/0000055018.mp3
détor,virage,curva,https://www.patoisvda.org/asset/0000090312.mp3
détorsa,entorse,storta,https://www.patoisvda.org/asset/0000055441.mp3
détrouì (détrouire),détruit (détruire),distrutto (distruggere),https://www.patoisvda.org/asset/0000065625.mp3
détrouire,détruire,distruggere,https://www.patoisvda.org/asset/0000065623.mp3
detto,dette,debito,https://www.patoisvda.org/asset/0000055020.mp3
deuillo,deuil,lutto,https://www.patoisvda.org/asset/0000055022.mp3
deut (dére),dit (dire),detto (dire),https://www.patoisvda.org/asset/0000065634.mp3
devella,cloison,tramezzo,https://www.patoisvda.org/asset/0000054703.mp3
devendro,vendredi,venerdì,https://www.patoisvda.org/asset/0000057936.mp3
devouer,devoir,compito,https://www.patoisvda.org/asset/0000055028.mp3
dézèn,dessin,disegno,https://www.patoisvda.org/asset/0000055012.mp3
dézer,désert,deserto,https://www.patoisvda.org/asset/0000054987.mp3
dézordre,désordre,disordine,https://www.patoisvda.org/asset/0000090217.mp3
di,dent,dente,https://www.patoisvda.org/asset/0000054952.mp3
dichonéro,dictionnaire,dizionario,https://www.patoisvda.org/asset/0000055044.mp3
digourdì,éveillé,sveglio,https://www.patoisvda.org/asset/0000058572.mp3
dirèiteur,directeur,direttore,https://www.patoisvda.org/asset/0000055342.mp3
discour,discours,discorso,https://www.patoisvda.org/asset/0000055344.mp3
disendre,descendre,scendere,https://www.patoisvda.org/asset/0000065617.mp3
disendù (disendre),descendu (descendre),sceso (scendere),https://www.patoisvda.org/asset/0000065619.mp3
disque,disque,disco,https://www.patoisvda.org/asset/0000055346.mp3
distanse,distance,distanza,https://www.patoisvda.org/asset/0000055348.mp3
dittón,dicton,detto,https://www.patoisvda.org/asset/0000055082.mp3
divorse,divorce,divorzio,https://www.patoisvda.org/asset/0000055350.mp3
djablo,diable,diavolo,https://www.patoisvda.org/asset/0000055035.mp3
djélato,glace,gelato,https://www.patoisvda.org/asset/0000090230.mp3
djestre,plaisanterie,scherzo,https://www.patoisvda.org/asset/0000057022.mp3
djette,sens,senso,https://www.patoisvda.org/asset/0000057618.mp3
Djeu,Dieu,Dio,https://www.patoisvda.org/asset/0000090328.mp3
djeuntà (djeunté),ajouté (ajouter),aggiunto (aggiungere),https://www.patoisvda.org/asset/0000065413.mp3
djeunté,ajouter,aggiungere,https://www.patoisvda.org/asset/0000065411.mp3
djeusto,juste,giusto,https://www.patoisvda.org/asset/0000058391.mp3
djouà,jeu,gioco,https://www.patoisvda.org/asset/0000055836.mp3
Djouiye,doire,dora,https://www.patoisvda.org/asset/0000055354.mp3
don,don,dono,https://www.patoisvda.org/asset/0000055356.mp3
douleur,douleur,dolore,https://www.patoisvda.org/asset/0000055362.mp3
douse,dessert,dolce,https://www.patoisvda.org/asset/0000055006.mp3
douse,gâteau,torta,https://www.patoisvda.org/asset/0000055673.mp3
douse,sucré,dolce,https://www.patoisvda.org/asset/0000058589.mp3
doute,doute,dubbio,https://www.patoisvda.org/asset/0000055366.mp3
dra,vêtement,vestito (abito),https://www.patoisvda.org/asset/0000057962.mp3
drapó,drapeau,bandiera,https://www.patoisvda.org/asset/0000055370.mp3
drèite,droite,destra,https://www.patoisvda.org/asset/0000055376.mp3
drette,droit,diritto,https://www.patoisvda.org/asset/0000058431.mp3
dreudze,fumier,letame,https://www.patoisvda.org/asset/0000055663.mp3
droet,droit,diritto,https://www.patoisvda.org/asset/0000055374.mp3
droga,drogue,droga,https://www.patoisvda.org/asset/0000055372.mp3
drumì,dormir,dormire,https://www.patoisvda.org/asset/0000065638.mp3
drumì (drumì),dormi (dormir),dormito (dormire),https://www.patoisvda.org/asset/0000065640.mp3
du (dèivre),dû (devoir),dovuto (dovere),https://www.patoisvda.org/asset/0000090373.mp3
dzambón,jambon,prosciutto,https://www.patoisvda.org/asset/0000055826.mp3
dzano,jaune,giallo,https://www.patoisvda.org/asset/0000058599.mp3
dzardeun,jardin,giardino,https://www.patoisvda.org/asset/0000055830.mp3
dzarva,cage,gabbia,https://www.patoisvda.org/asset/0000053994.mp3
dzeleunna,poule,gallina,https://www.patoisvda.org/asset/0000057176.mp3
dzen,beau,bello,https://www.patoisvda.org/asset/0000058251.mp3
dzenaou,genou,ginocchio,https://www.patoisvda.org/asset/0000055684.mp3
dzeudzo,juge,giudice,https://www.patoisvda.org/asset/0000055852.mp3
dzi,gens,gente,https://www.patoisvda.org/asset/0000055688.mp3
dzor,jour,giorno,https://www.patoisvda.org/asset/0000055846.mp3
écharpa,écharpe,sciarpa,https://www.patoisvda.org/asset/0000055384.mp3
échèn,sagesse,saggezza,https://www.patoisvda.org/asset/0000057546.mp3
écolié,écolier,scolaro,https://www.patoisvda.org/asset/0000055394.mp3
écouila,bol,scodella,https://www.patoisvda.org/asset/0000090184.mp3
écoula,école,scuola,https://www.patoisvda.org/asset/0000055392.mp3
